Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,STATE,COUNTY,STNAME,CTYNAME,year,population,fips
,"Rutherford County, NC",37161,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,161,North Carolina,Rutherford County,2010,67740,37161
,"Stanly County, NC",37167,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,167,North Carolina,Stanly County,2010,60595,37167
,"Stanly County, NC",37167,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,167,North Carolina,Stanly County,2010,60579,37167
,"Surry County, NC",37171,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,171,North Carolina,Surry County,2010,73694,37171
,"Surry County, NC",37171,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,171,North Carolina,Surry County,2010,73775,37171
,"Union County, NC",37179,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,179,North Carolina,Union County,2010,202206,37179
,"Union County, NC",37179,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,179,North Carolina,Union County,2010,202109,37179
,"Wake County, NC",37183,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,37,183,North Carolina,Wake County,2010,906969,37183
,"Wake County, NC",37183,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,37,183,North Carolina,Wake County,2010,906870,37183
,"Wayne County, NC",37191,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,191,North Carolina,Wayne County,2010,122907,37191
,"Wayne County, NC",37191,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,191,North Carolina,Wayne County,2010,122886,37191
,"Wilkes County, NC",37193,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,193,North Carolina,Wilkes County,2010,69287,37193
,"Wilkes County, NC",37193,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,193,North Carolina,Wilkes County,2010,69264,37193
,"Clackamas County, OR",41005,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,41,5,Oregon,Clackamas County,2010,376891,41005
,"Clackamas County, OR",41005,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,41,5,Oregon,Clackamas County,2010,376788,41005
,"Deschutes County, OR",41017,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,41,17,Oregon,Deschutes County,2010,157894,41017
,"Deschutes County, OR",41017,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,41,17,Oregon,Deschutes County,2010,157742,41017
,"Jackson County, OR",41029,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,41,29,Oregon,Jackson County,2010,203462,41029
,"Jackson County, OR",41029,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,41,29,Oregon,Jackson County,2010,203341,41029
,"Lane County, OR",41039,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,41,39,Oregon,Lane County,2010,351983,41039
,"Lane County, OR",41039,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,41,39,Oregon,Lane County,2010,351920,41039
,"Linn County, OR",41043,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,41,43,Oregon,Linn County,2010,116910,41043
,"Linn County, OR",41043,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,41,43,Oregon,Linn County,2010,116891,41043
,"Marion County, OR",41047,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,41,47,Oregon,Marion County,2010,316096,41047
,"Marion County, OR",41047,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,41,47,Oregon,Marion County,2010,315941,41047
,"Multnomah County, OR",41051,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0,41,51,Oregon,Multnomah County,2010,737902,41051
,"Multnomah County, OR",41051,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0,41,51,Oregon,Multnomah County,2010,737276,41051
,"Washington County, OR",41067,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,41,67,Oregon,Washington County,2010,531744,41067
,"Washington County, OR",41067,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,41,67,Oregon,Washington County,2010,531638,41067
,"Aiken County, SC",45003,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,45,3,South Carolina,Aiken County,2010,160565,45003
,"Aiken County, SC",45003,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,45,3,South Carolina,Aiken County,2010,160552,45003
,"Anderson County, SC",45007,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,45,7,South Carolina,Anderson County,2010,187269,45007
,"Anderson County, SC",45007,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,45,7,South Carolina,Anderson County,2010,187086,45007
,"Beaufort County, SC",45013,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,45,13,South Carolina,Beaufort County,2010,162989,45013
,"Beaufort County, SC",45013,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,45,13,South Carolina,Beaufort County,2010,162829,45013
,"Berkeley County, SC",45015,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,45,15,South Carolina,Berkeley County,2010,178783,45015
,"Berkeley County, SC",45015,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,45,15,South Carolina,Berkeley County,2010,179480,45015
,"Charleston County, SC",45019,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,45,19,South Carolina,Charleston County,2010,351482,45019
,"Charleston County, SC",45019,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,45,19,South Carolina,Charleston County,2010,350940,45019
,"Florence County, SC",45041,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,45,41,South Carolina,Florence County,2010,137088,45041
,"Florence County, SC",45041,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,45,41,South Carolina,Florence County,2010,137140,45041
,"Greenville County, SC",45045,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,45,45,South Carolina,Greenville County,2010,452859,45045
,"Greenville County, SC",45045,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,45,45,South Carolina,Greenville County,2010,452697,45045
,"Horry County, SC",45051,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,45,51,South Carolina,Horry County,2010,270430,45051
,"Horry County, SC",45051,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,45,51,South Carolina,Horry County,2010,270274,45051
,"Lancaster County, SC",45057,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,45,57,South Carolina,Lancaster County,2010,76889,45057
,"Lancaster County, SC",45057,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,45,57,South Carolina,Lancaster County,2010,76971,45057
,"Laurens County, SC",45059,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,45,59,South Carolina,Laurens County,2010,66500,45059
,"Laurens County, SC",45059,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,45,59,South Carolina,Laurens County,2010,66505,45059
,"Lexington County, SC",45063,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,45,63,South Carolina,Lexington County,2010,263406,45063
,"Lexington County, SC",45063,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,45,63,South Carolina,Lexington County,2010,263357,45063
,"Oconee County, SC",45073,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,45,73,South Carolina,Oconee County,2010,74359,45073
,"Oconee County, SC",45073,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,45,73,South Carolina,Oconee County,2010,74348,45073
,"Pickens County, SC",45077,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,45,77,South Carolina,Pickens County,2010,119217,45077
,"Pickens County, SC",45077,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,45,77,South Carolina,Pickens County,2010,119337,45077
,"Richland County, SC",45079,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,45,79,South Carolina,Richland County,2010,385745,45079
,"Richland County, SC",45079,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,45,79,South Carolina,Richland County,2010,385735,45079
,"Spartanburg County, SC",45083,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,45,83,South Carolina,Spartanburg County,2010,284713,45083
,"Spartanburg County, SC",45083,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,45,83,South Carolina,Spartanburg County,2010,284731,45083
,"York County, SC",45091,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,45,91,South Carolina,York County,2010,226971,45091
,"York County, SC",45091,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,45,91,South Carolina,York County,2010,226865,45091
,"Anderson County, TN",47001,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,47,1,Tennessee,Anderson County,2010,75160,47001
,"Anderson County, TN",47001,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,47,1,Tennessee,Anderson County,2010,75098,47001
,"Blount County, TN",47009,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,47,9,Tennessee,Blount County,2010,123119,47009
,"Blount County, TN",47009,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,47,9,Tennessee,Blount County,2010,123199,47009
,"Bradley County, TN",47011,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,47,11,Tennessee,Bradley County,2010,99078,47011
,"Bradley County, TN",47011,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,47,11,Tennessee,Bradley County,2010,99083,47011
,"Campbell County, TN",47013,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,13,Tennessee,Campbell County,2010,40696,47013
,"Campbell County, TN",47013,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,13,Tennessee,Campbell County,2010,40735,47013
,"Carter County, TN",47019,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,19,Tennessee,Carter County,2010,57358,47019
,"Carter County, TN",47019,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,19,Tennessee,Carter County,2010,57342,47019
,"Cheatham County, TN",47021,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,21,Tennessee,Cheatham County,2010,39103,47021
,"Cheatham County, TN",47021,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,21,Tennessee,Cheatham County,2010,39131,47021
,"Davidson County, TN",47037,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,47,37,Tennessee,Davidson County,2010,628133,47037
,"Davidson County, TN",47037,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,47,37,Tennessee,Davidson County,2010,627746,47037
,"Hamblen County, TN",47063,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,63,Tennessee,Hamblen County,2010,62634,47063
,"Hamblen County, TN",47063,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,63,Tennessee,Hamblen County,2010,62510,47063
,"Hamilton County, TN",47065,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,47,65,Tennessee,Hamilton County,2010,337294,47065
,"Hamilton County, TN",47065,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,47,65,Tennessee,Hamilton County,2010,337214,47065
,"Hawkins County, TN",47073,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,73,Tennessee,Hawkins County,2010,56848,47073
,"Hawkins County, TN",47073,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,73,Tennessee,Hawkins County,2010,56870,47073
,"Knox County, TN",47093,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,47,93,Tennessee,Knox County,2010,433108,47093
,"Knox County, TN",47093,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,47,93,Tennessee,Knox County,2010,432938,47093
,"McMinn County, TN",47107,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,107,Tennessee,McMinn County,2010,52236,47107
,"McMinn County, TN",47107,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,107,Tennessee,McMinn County,2010,52176,47107
,"Maury County, TN",47119,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,119,Tennessee,Maury County,2010,81141,47119
,"Maury County, TN",47119,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,119,Tennessee,Maury County,2010,81172,47119
,"Montgomery County, TN",47125,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,125,Tennessee,Montgomery County,2010,173307,47125
,"Montgomery County, TN",47125,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,125,Tennessee,Montgomery County,2010,173159,47125
,"Putnam County, TN",47141,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,141,Tennessee,Putnam County,2010,72564,47141
,"Putnam County, TN",47141,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,141,Tennessee,Putnam County,2010,72549,47141
,"Roane County, TN",47145,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,47,145,Tennessee,Roane County,2010,54091,47145
,"Roane County, TN",47145,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,47,145,Tennessee,Roane County,2010,54169,47145
,"Rutherford County, TN",47149,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,47,149,Tennessee,Rutherford County,2010,263740,47149
,"Rutherford County, TN",47149,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,47,149,Tennessee,Rutherford County,2010,263708,47149
,"Sevier County, TN",47155,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,47,155,Tennessee,Sevier County,2010,90072,47155
,"Sevier County, TN",47155,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,47,155,Tennessee,Sevier County,2010,89923,47155
,"Shelby County, TN",47157,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,47,157,Tennessee,Shelby County,2010,929030,47157
,"Shelby County, TN",47157,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,47,157,Tennessee,Shelby County,2010,928447,47157
,"Sullivan County, TN",47163,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,47,163,Tennessee,Sullivan County,2010,156794,47163
,"Sullivan County, TN",47163,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,47,163,Tennessee,Sullivan County,2010,156749,47163
,"Sumner County, TN",47165,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,165,Tennessee,Sumner County,2010,161250,47165
,"Sumner County, TN",47165,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,165,Tennessee,Sumner County,2010,161214,47165
,"Washington County, TN",47179,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,179,Tennessee,Washington County,2010,123338,47179
,"Washington County, TN",47179,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,179,Tennessee,Washington County,2010,123384,47179
,"Williamson County, TN",47187,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,187,Tennessee,Williamson County,2010,184035,47187
,"Williamson County, TN",47187,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,187,Tennessee,Williamson County,2010,184143,47187
,"Wilson County, TN",47189,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,189,Tennessee,Wilson County,2010,114537,47189
,"Wilson County, TN",47189,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,189,Tennessee,Wilson County,2010,114677,47189
,"Benton County, WA",53005,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,5,Washington,Benton County,2010,176455,53005
,"Benton County, WA",53005,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,5,Washington,Benton County,2010,176465,53005
,"Chelan County, WA",53007,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,7,Washington,Chelan County,2010,72735,53007
,"Chelan County, WA",53007,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,7,Washington,Chelan County,2010,72750,53007
,"Clallam County, WA",53009,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,9,Washington,Clallam County,2010,71515,53009
,"Clallam County, WA",53009,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,9,Washington,Clallam County,2010,71503,53009
,"Clark County, WA",53011,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,53,11,Washington,Clark County,2010,427044,53011
,"Clark County, WA",53011,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,53,11,Washington,Clark County,2010,426704,53011
,"Cowlitz County, WA",53015,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,53,15,Washington,Cowlitz County,2010,102501,53015
,"Cowlitz County, WA",53015,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,53,15,Washington,Cowlitz County,2010,102358,53015
,"King County, WA",53033,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0,53,33,Washington,King County,2010,1937961,53033
,"King County, WA",53033,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0,53,33,Washington,King County,2010,1938351,53033
,"Kitsap County, WA",53035,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,53,35,Washington,Kitsap County,2010,251809,53035
,"Kitsap County, WA",53035,2010,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,53,35,Washington,Kitsap County,2010,251681,53035
